map,estimated_vote_pct,pr_deviation,pr_seats,pr_pct,estimated_seats,estimated_seat_pct,fptp_seats,disproportionality,efficiency_gap,gamma,seats_bias,votes_bias,geometric_seats_bias,global_symmetry,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_districts,competitive_district_pct,average_margin,responsiveness,responsive_districts,responsive_district_pct,overall_responsiveness,avg_dem_win_pct,avg_rep_win_pct,proportionality,competitiveness
000067500,0.494300,0.049200,7,0.500000,6.311500,0.450800,8,0.043500,0.037800,0.023800,0.023700,0.005200,0.023400,0.006900,2.768500,-0.012800,-0.013100,0.000300,0.000400,5.892500,0.420900,0.068200,4.476800,5.892500,0.420900,8.677400,0.554400,0.586500,78,56
000070000,0.494300,0.069600,7,0.500000,6.025800,0.430400,6,0.063900,0.058300,0.049500,0.047900,0.011400,0.047200,0.011800,6.107600,0.013100,0.013000,0.000100,0.008400,4.654300,0.332500,0.076000,3.547200,4.654300,0.332500,12.278800,0.581900,0.571500,68,44
000072500,0.494300,0.061400,7,0.500000,6.140000,0.438600,6,0.055800,0.050100,0.037800,0.036800,0.008100,0.036300,0.010300,5.301400,0.010200,0.010300,-0.000100,0.006800,5.533300,0.395200,0.078800,4.173500,5.533300,0.395200,10.839100,0.585500,0.573800,72,53
000075000,0.494300,0.098600,7,0.500000,5.619000,0.401400,6,0.093000,0.087300,0.081600,0.080400,0.021200,0.079800,0.025000,12.086200,0.038800,0.038700,0.000100,0.023200,3.798000,0.271300,0.091100,3.004400,3.798000,0.271300,17.405300,0.599600,0.584700,54,36
000077500,0.494300,-0.023000,7,0.500000,7.322400,0.523000,8,-0.028700,-0.034400,-0.042300,-0.041000,-0.012300,-0.040900,-0.010700,-5.401900,-0.011100,-0.011100,-0.000000,-0.018600,4.213700,0.301000,0.083200,3.405100,4.213700,0.301000,-4.062800,0.567900,0.603700,88,40
000080000,0.494300,0.104400,7,0.500000,5.537800,0.395600,5,0.098800,0.093100,0.088200,0.086000,0.021600,0.085100,0.024100,13.370900,0.036400,0.036500,-0.000100,0.026700,3.779000,0.269900,0.092600,2.870900,3.779000,0.269900,18.428600,0.621900,0.576400,51,36
000082500,0.494300,0.038400,7,0.500000,6.463000,0.461600,7,0.032700,0.027000,0.017500,0.017500,0.004600,0.017200,0.006000,2.724900,-0.001100,-0.000900,-0.000200,0.001000,4.697500,0.335500,0.083500,3.688500,4.697500,0.335500,6.767900,0.578000,0.588900,84,45
000085000,0.494300,0.049300,7,0.500000,6.309300,0.450700,6,0.043700,0.038000,0.029400,0.028700,0.007500,0.028300,0.008700,4.234200,0.014700,0.015400,-0.000600,0.005000,4.500200,0.321400,0.082000,3.524000,4.500200,0.321400,8.704600,0.589800,0.576100,78,43
000087500,0.494300,0.070300,7,0.500000,6.016500,0.429700,5,0.064600,0.058900,0.048400,0.046200,0.009900,0.045300,0.010500,5.820600,0.019500,0.019400,0.000100,0.007600,5.151200,0.367900,0.074100,3.850600,5.151200,0.367900,12.395500,0.595600,0.562100,68,49
000090000,0.494300,0.082300,7,0.500000,5.848100,0.417700,5,0.076600,0.070900,0.063200,0.061000,0.014200,0.060100,0.013900,8.226100,0.020700,0.019700,0.001000,0.012700,4.451000,0.317900,0.084400,3.361400,4.451000,0.317900,14.518300,0.608800,0.570900,62,42
000092500,0.494300,0.102000,7,0.500000,5.572300,0.398000,5,0.096300,0.090600,0.084000,0.081400,0.018500,0.080300,0.018800,10.580000,0.029600,0.028000,0.001600,0.017400,4.177100,0.298400,0.082200,3.172200,4.177100,0.298400,17.994000,0.605000,0.569600,52,40
000095000,0.494300,0.048100,7,0.500000,6.326100,0.451900,6,0.042500,0.036800,0.030600,0.030600,0.009600,0.030400,0.011100,4.063300,0.006100,0.005500,0.000600,0.003500,3.980900,0.284400,0.087700,3.090000,3.980900,0.284400,8.493600,0.595000,0.582300,79,38
000097500,0.494300,0.052100,7,0.500000,6.270000,0.447900,6,0.046500,0.040800,0.036600,0.035600,0.011100,0.035100,0.009500,5.181200,0.017800,0.017600,0.000100,0.006800,3.491900,0.249400,0.091400,2.735400,3.491900,0.249400,9.200400,0.599900,0.585000,77,33
000100000,0.494300,0.076900,7,0.500000,5.923200,0.423100,6,0.071200,0.065600,0.059100,0.058200,0.016000,0.057700,0.019100,9.133500,0.019000,0.019900,-0.000900,0.017300,4.070000,0.290700,0.090300,3.142900,4.070000,0.290700,13.571200,0.599800,0.583100,64,39
000102500,0.494300,0.055300,7,0.500000,6.225200,0.444700,6,0.049700,0.044000,0.037700,0.037200,0.011000,0.036800,0.012100,5.515300,0.009100,0.009600,-0.000500,0.008100,4.071100,0.290800,0.087500,3.120200,4.071100,0.290800,9.764500,0.596000,0.581100,75,39
000105000,0.494300,0.028800,7,0.500000,6.596300,0.471200,7,0.023200,0.017500,0.007800,0.008700,0.002400,0.008600,0.005700,1.019300,-0.011000,-0.011400,0.000400,-0.003600,4.626900,0.330500,0.078400,3.704200,4.626900,0.330500,5.088200,0.572300,0.584400,88,44
000107500,0.494300,0.027200,7,0.500000,6.619100,0.472800,7,0.021500,0.015900,0.007400,0.007900,0.002300,0.007800,0.004600,1.430200,-0.006700,-0.006600,-0.000100,-0.002100,4.428400,0.316300,0.087600,3.501000,4.428400,0.316300,4.800500,0.582100,0.593200,89,42
000110000,0.494300,0.019000,7,0.500000,6.734500,0.481000,7,0.013300,0.007600,-0.001600,-0.002000,-0.000500,-0.002400,-0.005200,-0.051500,0.004200,0.004200,0.000000,-0.005800,4.601200,0.328700,0.079600,3.634300,4.601200,0.328700,3.346200,0.573900,0.585300,93,44
000112500,0.494300,0.030600,7,0.500000,6.571900,0.469400,6,0.024900,0.019200,0.013300,0.012800,0.004000,0.012500,0.003400,2.097100,0.000400,0.000200,0.000300,-0.000800,3.978700,0.284200,0.094400,3.051800,3.978700,0.284200,5.394900,0.603200,0.587800,88,38
000115000,0.494300,0.122000,7,0.500000,5.291900,0.378000,5,0.116300,0.110700,0.103800,0.100900,0.021400,0.099700,0.025300,13.704600,0.036900,0.036100,0.000800,0.025100,4.126300,0.294700,0.081200,3.214900,4.126300,0.294700,21.528400,0.604600,0.568200,42,39
000117500,0.494300,0.026100,7,0.500000,6.634600,0.473900,7,0.020400,0.014800,0.008300,0.008500,0.002700,0.008300,0.003300,1.083100,0.002100,0.001700,0.000500,-0.003500,3.934700,0.281100,0.088900,3.149200,3.934700,0.281100,4.605000,0.582800,0.595100,90,37
000120000,0.494300,0.081000,7,0.500000,5.866400,0.419000,6,0.075300,0.069600,0.069000,0.068000,0.022800,0.067300,0.019400,9.045800,0.049000,0.048500,0.000500,0.015500,2.502500,0.178800,0.089600,2.115500,2.502500,0.178800,14.287300,0.597300,0.583800,62,24
000122500,0.494300,0.059000,7,0.500000,6.173900,0.441000,6,0.053300,0.047700,0.036900,0.036100,0.008500,0.035600,0.008500,3.533600,0.008900,0.008000,0.000900,0.001500,5.017300,0.358400,0.067900,3.897500,5.017300,0.358400,10.412300,0.571600,0.565200,73,48
000125000,0.494300,0.078000,7,0.500000,5.908700,0.422000,6,0.072300,0.066600,0.059600,0.058700,0.015600,0.058200,0.018500,8.271900,0.024000,0.024800,-0.000800,0.014600,4.111300,0.293700,0.082500,3.244200,4.111300,0.293700,13.754100,0.590500,0.576400,64,39
000127500,0.494300,-0.009800,7,0.500000,7.136700,0.509800,7,-0.015400,-0.021100,-0.025600,-0.024200,-0.009100,-0.024100,-0.006900,-4.175300,-0.022000,-0.023200,0.001200,-0.017000,3.208500,0.229200,0.090300,2.787800,3.208500,0.229200,-1.722900,0.583500,0.597100,95,31
000130000,0.494300,0.070200,7,0.500000,6.017000,0.429800,6,0.064500,0.058900,0.052900,0.051400,0.014000,0.050800,0.014100,7.596500,0.017700,0.018000,-0.000400,0.012900,4.043300,0.288800,0.087300,3.060500,4.043300,0.288800,12.389400,0.595600,0.581000,68,39
000132500,0.494300,0.025700,7,0.500000,6.640800,0.474300,6,0.020000,0.014300,0.005500,0.005400,0.001500,0.005200,0.001300,0.514300,0.003700,0.002400,0.001200,-0.005700,4.590200,0.327900,0.084700,3.552100,4.590200,0.327900,4.527300,0.590800,0.580200,90,44
000135000,0.494300,0.089800,7,0.500000,5.742300,0.410200,6,0.084200,0.078500,0.076600,0.076000,0.024700,0.075400,0.026500,12.564400,0.046000,0.047100,-0.001100,0.026800,2.766000,0.197600,0.102300,2.336800,2.766000,0.197600,15.851800,0.614000,0.593500,58,26
000137500,0.494300,0.102600,7,0.500000,5.564100,0.397400,4,0.096900,0.091200,0.082500,0.080400,0.017900,0.079500,0.022400,11.879200,0.014600,0.014500,0.000100,0.022200,4.736400,0.338300,0.085300,3.537600,4.736400,0.338300,18.097000,0.639200,0.563700,52,45
000140000,0.494300,0.086700,7,0.500000,5.785600,0.413300,5,0.081100,0.075400,0.066000,0.064400,0.014700,0.063600,0.016400,8.367100,0.015200,0.013800,0.001400,0.012500,4.776200,0.341200,0.082100,3.656900,4.776200,0.341200,15.305800,0.605100,0.569400,59,45
000142500,0.494300,0.051700,7,0.500000,6.276400,0.448300,7,0.046000,0.040300,0.030800,0.029500,0.007100,0.028900,0.006600,4.255400,0.011800,0.011500,0.000300,0.004100,4.856600,0.346900,0.082900,3.687300,4.856600,0.346900,9.119600,0.576900,0.588900,77,46
000145000,0.494300,0.003800,7,0.500000,6.947000,0.496200,8,-0.001900,-0.007600,-0.014600,-0.014000,-0.004500,-0.014100,-0.003800,-1.586200,-0.009400,-0.008600,-0.000800,-0.008700,3.953000,0.282400,0.079200,3.239600,3.953000,0.282400,0.667400,0.565000,0.598100,100,38
000147500,0.494300,0.024300,7,0.500000,6.660200,0.475700,7,0.018600,0.012900,0.008800,0.008900,0.003200,0.008600,0.003200,0.961400,0.011200,0.011500,-0.000300,-0.003000,3.229600,0.230700,0.083500,2.721500,3.229600,0.230700,4.282700,0.578200,0.588800,91,31
000150000,0.494300,0.057800,7,0.500000,6.191400,0.442200,5,0.052100,0.046400,0.044100,0.042700,0.013900,0.042000,0.010300,5.847200,0.020200,0.019800,0.000400,0.008100,3.088100,0.220600,0.090200,2.414100,3.088100,0.220600,10.191200,0.617800,0.574900,74,29
000152500,0.494300,0.005400,7,0.500000,6.924600,0.494600,7,-0.000300,-0.005900,-0.016100,-0.015300,-0.004200,-0.015200,-0.003000,-1.357800,-0.007600,-0.006900,-0.000700,-0.008200,4.913800,0.351000,0.082900,3.783800,4.913800,0.351000,0.950200,0.578000,0.587900,100,47
000155000,0.494300,0.044000,7,0.500000,6.384300,0.456000,6,0.038300,0.032600,0.020200,0.020100,0.004700,0.019900,0.007600,2.893800,0.001700,0.002000,-0.000300,0.001400,5.577200,0.398400,0.073500,4.198900,5.577200,0.398400,7.759900,0.579500,0.569000,81,53
000157500,0.494300,0.068100,7,0.500000,6.047300,0.431900,6,0.062400,0.056700,0.048100,0.046700,0.011300,0.046000,0.011500,6.327200,0.023200,0.022700,0.000500,0.008800,4.496700,0.321200,0.083000,3.516600,4.496700,0.321200,12.007500,0.589600,0.578000,69,43
000160000,0.494300,0.043700,7,0.500000,6.388100,0.456300,7,0.038000,0.032400,0.025000,0.025300,0.007500,0.025100,0.009200,2.947500,0.009300,0.008100,0.001200,0.000100,4.068100,0.290600,0.085300,3.296400,4.068100,0.290600,7.712600,0.578500,0.592200,81,39
000162500,0.494300,0.089600,7,0.500000,5.745200,0.410400,5,0.084000,0.078300,0.073200,0.071300,0.018400,0.070400,0.018900,10.536700,0.030900,0.030700,0.000200,0.019400,3.724100,0.266000,0.090800,2.896100,3.724100,0.266000,15.814400,0.618900,0.575200,58,35
000165000,0.494300,0.012800,7,0.500000,6.820800,0.487200,8,0.007100,0.001500,-0.010500,-0.009600,-0.002400,-0.009600,-0.002500,-0.894500,-0.008800,-0.008600,-0.000100,-0.007600,5.187000,0.370500,0.072100,4.103000,5.187000,0.370500,2.258200,0.558300,0.590600,96,49
000167500,0.494300,0.050600,7,0.500000,6.292100,0.449400,6,0.044900,0.039200,0.035300,0.034200,0.010600,0.033500,0.009100,4.827500,0.025400,0.025900,-0.000500,0.006500,3.357600,0.239800,0.087600,2.697500,3.357600,0.239800,8.921900,0.596200,0.581200,78,32
000170000,0.494300,0.062000,7,0.500000,6.131400,0.438000,5,0.056400,0.050700,0.031200,0.030300,0.005200,0.029800,0.007200,2.909100,0.003500,0.002900,0.000700,0.000200,7.259400,0.518500,0.059200,5.433900,7.259400,0.518500,10.947600,0.574100,0.551000,72,69
000172500,0.494300,0.062700,7,0.500000,6.122500,0.437300,5,0.057000,0.051300,0.039800,0.038300,0.008400,0.037700,0.010200,5.497000,0.014400,0.014900,-0.000500,0.007700,5.412300,0.386600,0.077100,4.033100,5.412300,0.386600,11.059900,0.600600,0.564000,71,52
000175000,0.494300,0.070400,7,0.500000,6.013800,0.429600,6,0.064800,0.059100,0.049200,0.048700,0.012100,0.048400,0.016700,7.448300,0.015000,0.014600,0.000400,0.011900,4.902400,0.350200,0.089400,3.748600,4.902400,0.350200,12.429600,0.597300,0.583500,68,47
000177500,0.494300,0.020500,7,0.500000,6.713200,0.479500,8,0.014800,0.009100,-0.005500,-0.004000,-0.000900,-0.003900,-0.003200,-0.828500,-0.016000,-0.017100,0.001100,-0.008700,5.670600,0.405000,0.066900,4.581300,5.670600,0.405000,3.614400,0.552600,0.585900,93,54
000180000,0.494300,0.058400,7,0.500000,6.182500,0.441600,6,0.052700,0.047100,0.035000,0.034600,0.007900,0.034100,0.009200,3.509700,0.011300,0.009900,0.001400,0.001000,5.216600,0.372600,0.071700,4.132600,5.216600,0.372600,10.303200,0.575400,0.568900,74,50
000182500,0.494300,0.066900,7,0.500000,6.063400,0.433100,6,0.061200,0.055600,0.045300,0.044800,0.010700,0.044200,0.012500,5.466900,0.017900,0.017100,0.000700,0.006300,4.760800,0.340100,0.078000,3.802700,4.760800,0.340100,11.804500,0.583600,0.573800,69,45
000185000,0.494300,0.049200,7,0.500000,6.310700,0.450800,6,0.043600,0.037900,0.029900,0.028700,0.007400,0.028100,0.006400,3.136500,0.010700,0.010500,0.000200,0.001400,4.444300,0.317400,0.071600,3.418600,4.444300,0.317400,8.687600,0.576700,0.567800,78,42
000187500,0.494300,0.034600,7,0.500000,6.515200,0.465400,7,0.029000,0.023300,0.016100,0.015700,0.004500,0.015300,0.005000,1.955800,0.003200,0.004100,-0.000900,-0.000300,4.125800,0.294700,0.073000,3.277800,4.125800,0.294700,6.110300,0.568100,0.577800,86,39
000190000,0.494300,0.034000,7,0.500000,6.524700,0.466000,6,0.028300,0.022600,0.016200,0.015600,0.004600,0.015100,0.003600,1.812300,0.012200,0.011400,0.000700,-0.002100,3.927200,0.280500,0.084700,3.129300,3.927200,0.280500,5.990700,0.591300,0.579700,86,37
000192500,0.494300,0.026800,7,0.500000,6.625400,0.473200,6,0.021100,0.015400,0.003500,0.003200,0.000800,0.002900,0.001400,0.197100,0.003800,0.002900,0.000900,-0.006100,5.316400,0.379700,0.071100,4.094700,5.316400,0.379700,4.721000,0.575300,0.567900,89,51
000195000,0.494300,0.059900,7,0.500000,6.160700,0.440100,6,0.054300,0.048600,0.038300,0.038100,0.009500,0.037800,0.014500,5.544500,0.000600,0.000200,0.000300,0.007200,4.974300,0.355300,0.083900,3.821300,4.974300,0.355300,10.577900,0.590900,0.578600,73,47
000197500,0.494300,0.054100,7,0.500000,6.242000,0.445900,7,0.048500,0.042800,0.026900,0.027300,0.005700,0.027100,0.011900,3.186500,0.000600,0.000700,-0.000100,0.001700,6.041400,0.431500,0.067500,4.806500,6.041400,0.431500,9.552900,0.562000,0.573100,76,58
000200000,0.494300,0.039400,7,0.500000,6.448300,0.460600,7,0.033700,0.028100,0.008100,0.008800,0.001600,0.008900,0.008300,0.949900,-0.001400,-0.002200,0.000800,-0.004300,7.287200,0.520500,0.061200,5.517200,7.287200,0.520500,6.952800,0.554700,0.567600,83,69
000202500,0.494300,0.026900,7,0.500000,6.623000,0.473100,6,0.021300,0.015600,0.012200,0.012000,0.004400,0.011700,0.002900,0.745800,0.015600,0.013400,0.002200,-0.006000,3.153500,0.225300,0.094600,2.605300,3.153500,0.225300,4.751900,0.601200,0.589700,89,30
000205000,0.494300,0.083300,7,0.500000,5.833900,0.416700,5,0.077600,0.072000,0.064600,0.062200,0.014700,0.061300,0.015300,8.706000,0.020900,0.021000,-0.000100,0.014900,4.413600,0.315300,0.082800,3.304700,4.413600,0.315300,14.697200,0.608000,0.568700,61,42
000207500,0.494300,0.016200,7,0.500000,6.773600,0.483800,7,0.010500,0.004800,-0.003300,-0.002400,-0.000700,-0.002500,-0.002000,-0.873600,-0.006900,-0.007800,0.000900,-0.008600,4.085100,0.291800,0.076400,3.444400,4.085100,0.291800,2.853900,0.569800,0.582900,95,39
000210000,0.494300,0.069700,7,0.500000,6.024200,0.430300,6,0.064000,0.058400,0.043600,0.042400,0.008400,0.041800,0.010800,5.100200,0.006300,0.005900,0.000300,0.005600,6.118400,0.437000,0.069000,4.602700,6.118400,0.437000,12.298300,0.573500,0.565600,68,58
000212500,0.494300,0.056800,7,0.500000,6.205400,0.443200,5,0.051100,0.045400,0.034400,0.032600,0.007200,0.031900,0.008800,4.170400,0.007500,0.007500,-0.000000,0.004000,5.280600,0.377200,0.072900,3.942500,5.280600,0.377200,10.015200,0.594200,0.561100,74,50
000215000,0.494300,0.020300,7,0.500000,6.715800,0.479700,7,0.014600,0.009000,0.001800,0.001600,0.000500,0.001200,0.003200,0.108400,0.003800,0.003900,-0.000100,-0.005300,4.065800,0.290400,0.078000,3.264100,4.065800,0.290400,3.581600,0.572400,0.583600,93,39
000217500,0.494300,0.075500,7,0.500000,5.943400,0.424500,6,0.069800,0.064100,0.049200,0.048300,0.009500,0.047700,0.012300,5.246200,0.013200,0.012100,0.001200,0.005100,5.962200,0.425900,0.068800,4.633800,5.962200,0.425900,13.317200,0.572300,0.566200,65,57
000220000,0.494300,0.073900,7,0.500000,5.965800,0.426100,6,0.068200,0.062500,0.054800,0.054000,0.014100,0.053500,0.016100,7.481100,0.019300,0.019000,0.000300,0.011800,4.308800,0.307800,0.084100,3.368600,4.308800,0.307800,13.034100,0.591300,0.578800,66,41
000222500,0.494300,0.070100,7,0.500000,6.018600,0.429900,7,0.064400,0.058800,0.041800,0.041800,0.008200,0.041500,0.014200,4.598600,-0.007700,-0.007600,-0.000100,0.004800,6.523000,0.465900,0.062900,4.988700,6.523000,0.465900,12.369200,0.557300,0.568500,68,62
000225000,0.494300,0.030900,7,0.500000,6.567400,0.469100,6,0.025200,0.019600,0.016600,0.016000,0.005700,0.015500,0.002300,1.431800,0.015700,0.014000,0.001700,-0.003800,3.090800,0.220800,0.092600,2.527700,3.090800,0.220800,5.452700,0.599500,0.587400,87,29
000227500,0.494300,0.077100,7,0.500000,5.920200,0.422900,6,0.071500,0.065800,0.059500,0.057600,0.014700,0.056800,0.013800,7.986600,0.023500,0.022900,0.000600,0.012700,4.109600,0.293500,0.086100,3.117600,4.109600,0.293500,13.609500,0.593100,0.580900,64,39
000230000,0.494300,0.028500,7,0.500000,6.600400,0.471500,6,0.022900,0.017200,0.011700,0.010900,0.003400,0.010400,0.003400,0.638200,0.016200,0.014400,0.001800,-0.005900,3.693300,0.263800,0.084300,2.965600,3.693300,0.263800,5.036100,0.589600,0.580200,89,35
000232500,0.494300,-0.047400,7,0.500000,7.663700,0.547400,8,-0.053100,-0.058700,-0.067400,-0.064700,-0.018100,-0.064200,-0.014800,-8.334000,-0.035200,-0.034700,-0.000500,-0.025000,4.060200,0.290000,0.082300,3.519500,4.060200,0.290000,-8.365000,0.567500,0.602100,76,39
000235000,0.494300,0.100400,7,0.500000,5.594000,0.399600,6,0.094800,0.089100,0.080400,0.078700,0.017700,0.077800,0.021800,10.787700,0.037900,0.038000,-0.000100,0.019400,4.542400,0.324500,0.080800,3.532300,4.542400,0.324500,17.719900,0.587700,0.575600,53,43
