map,estimated_vote_pct,pr_deviation,pr_seats,pr_pct,estimated_seats,estimated_seat_pct,fptp_seats,disproportionality,efficiency_gap,gamma,seats_bias,votes_bias,geometric_seats_bias,global_symmetry,declination,mean_median_statewide,mean_median_average_district,turnout_bias,lopsided_outcomes,competitive_districts,competitive_district_pct,average_margin,responsiveness,responsive_districts,responsive_district_pct,overall_responsiveness,avg_dem_win_pct,avg_rep_win_pct,proportionality,competitiveness
001315000,0.494300,0.041300,7,0.500000,6.422400,0.458700,7,0.035600,0.029900,0.018500,0.018400,0.004400,0.018100,0.004100,1.445000,-0.000300,-0.001800,0.001500,-0.003800,5.126500,0.366200,0.069200,4.015400,5.126500,0.366200,7.280200,0.562100,0.576400,82,49
001317500,0.494300,0.035700,7,0.500000,6.500600,0.464300,7,0.030000,0.024300,0.016900,0.016600,0.004800,0.016200,0.004100,2.248700,0.007200,0.006300,0.000900,-0.001200,4.183000,0.298800,0.089700,3.306400,4.183000,0.298800,6.294600,0.583100,0.596300,85,40
001320000,0.494300,0.019500,7,0.500000,6.727600,0.480500,7,0.013800,0.008100,-0.002000,-0.001700,-0.000500,-0.001900,-0.001200,-0.281800,-0.007000,-0.007400,0.000400,-0.006700,4.743800,0.338800,0.074600,3.783400,4.743800,0.338800,3.432800,0.568600,0.580600,93,45
001322500,0.494300,0.041100,7,0.500000,6.424400,0.458900,7,0.035400,0.029800,0.024700,0.025400,0.009000,0.025300,0.011600,3.600400,0.005600,0.005900,-0.000300,0.003400,3.532400,0.252300,0.090000,2.891900,3.532400,0.252300,7.254400,0.584700,0.595400,82,34
001325000,0.494300,0.080900,7,0.500000,5.866700,0.419100,5,0.075300,0.069600,0.060900,0.058100,0.012700,0.057100,0.013800,7.828800,0.020300,0.020200,0.000100,0.012400,4.830300,0.345000,0.078900,3.545100,4.830300,0.345000,14.283400,0.602300,0.565900,62,46
001327500,0.494300,0.044300,7,0.500000,6.379700,0.455700,7,0.038600,0.033000,0.021500,0.021600,0.005300,0.021400,0.005800,2.236200,-0.007800,-0.008900,0.001100,-0.001600,5.190800,0.370800,0.073300,4.016000,5.190800,0.370800,7.818100,0.566500,0.580000,81,49
001330000,0.494300,0.010600,7,0.500000,6.851700,0.489400,7,0.004900,-0.000700,-0.009200,-0.008800,-0.002600,-0.009000,-0.004500,-1.198300,-0.003300,-0.003600,0.000300,-0.008800,4.375600,0.312500,0.080000,3.486900,4.375600,0.312500,1.869400,0.574000,0.586000,98,42
001332500,0.494300,0.064600,7,0.500000,6.095400,0.435400,5,0.058900,0.053300,0.042600,0.041300,0.009400,0.040700,0.009800,4.918200,0.010200,0.009400,0.000800,0.004900,5.143100,0.367400,0.074300,3.880000,5.143100,0.367400,11.400400,0.594900,0.562800,71,49
001335000,0.494300,0.071600,7,0.500000,5.997100,0.428400,6,0.066000,0.060300,0.050100,0.049400,0.011900,0.049000,0.014400,6.488100,0.014400,0.013600,0.000800,0.008800,4.936800,0.352600,0.081300,3.795400,4.936800,0.352600,12.640100,0.587300,0.576800,67,47
001337500,0.494300,0.078400,7,0.500000,5.901900,0.421600,7,0.072800,0.067100,0.058400,0.057600,0.014400,0.057100,0.018000,8.641300,0.018400,0.019000,-0.000600,0.015400,4.568100,0.326300,0.085100,3.527500,4.568100,0.326300,13.839400,0.580000,0.590200,64,44
001340000,0.494300,0.024200,7,0.500000,6.661600,0.475800,7,0.018500,0.012800,-0.001200,-0.000400,-0.000100,-0.000500,-0.001700,-0.157100,-0.013300,-0.013800,0.000500,-0.006600,5.542500,0.395900,0.068300,4.478000,5.542500,0.395900,4.264800,0.562100,0.574500,91,53
001342500,0.494300,0.044100,7,0.500000,6.382100,0.455900,7,0.038500,0.032800,0.021600,0.021600,0.005300,0.021400,0.006200,2.490200,-0.003100,-0.003900,0.000800,-0.000600,5.154400,0.368200,0.074700,3.980900,5.154400,0.368200,7.787300,0.568200,0.581100,81,49
001345000,0.494300,-0.018400,7,0.500000,7.257600,0.518400,8,-0.024100,-0.029700,-0.036300,-0.035500,-0.011400,-0.035500,-0.011800,-4.669300,-0.016600,-0.016500,-0.000100,-0.016700,3.794800,0.271100,0.079500,3.166600,3.794800,0.271100,-3.246500,0.564700,0.599300,91,36
001347500,0.494300,0.048800,7,0.500000,6.317000,0.451200,6,0.043100,0.037500,0.029400,0.028300,0.007300,0.027700,0.007300,3.396000,0.010100,0.009900,0.000200,0.002000,4.473000,0.319500,0.076400,3.421500,4.473000,0.319500,8.608600,0.582200,0.572000,78,43
001350000,0.494300,0.038400,7,0.500000,6.462700,0.461600,7,0.032700,0.027000,0.018700,0.018900,0.005300,0.018500,0.004900,1.816500,0.006300,0.005600,0.000700,-0.002100,4.174400,0.298200,0.076100,3.465500,4.174400,0.298200,6.771900,0.569700,0.582400,84,40
001352500,0.494300,0.043300,7,0.500000,6.394400,0.456700,6,0.037600,0.031900,0.028400,0.028200,0.009900,0.027900,0.010300,4.202900,0.021300,0.022100,-0.000900,0.005400,3.151000,0.225100,0.091400,2.621500,3.151000,0.225100,7.633100,0.601100,0.584200,81,30
001355000,0.494300,0.095900,7,0.500000,5.657000,0.404100,5,0.090300,0.084600,0.078100,0.076300,0.018600,0.075400,0.022600,11.844500,0.036600,0.037500,-0.000900,0.023600,3.961500,0.283000,0.090100,3.150800,3.961500,0.283000,16.925800,0.619600,0.573800,55,38
001357500,0.494300,0.085000,7,0.500000,5.809800,0.415000,6,0.079300,0.073700,0.067900,0.066400,0.018000,0.065800,0.019800,10.575900,0.017900,0.018000,-0.000100,0.020300,4.094800,0.292500,0.094300,3.022000,4.094800,0.292500,15.000500,0.603500,0.587400,60,39
001360000,0.494300,0.041600,7,0.500000,6.417400,0.458400,7,0.035900,0.030300,0.020000,0.019700,0.005000,0.019400,0.005100,2.701900,0.007300,0.006300,0.001000,-0.000200,4.918700,0.351300,0.084700,3.820900,4.918700,0.351300,7.342800,0.578000,0.591300,82,47
001362500,0.494300,0.043600,7,0.500000,6.389800,0.456400,5,0.037900,0.032300,0.018200,0.018000,0.003900,0.017800,0.005300,2.024600,-0.002600,-0.004000,0.001300,-0.002300,5.950100,0.425000,0.070800,4.470900,5.950100,0.425000,7.690600,0.589400,0.560500,81,57
001365000,0.494300,0.096700,7,0.500000,5.645500,0.403300,5,0.091100,0.085400,0.080300,0.078700,0.021100,0.078000,0.022800,11.385000,0.023300,0.022800,0.000500,0.021000,3.883700,0.277400,0.087300,2.901200,3.883700,0.277400,17.071100,0.613600,0.572700,54,37
001367500,0.494300,0.099200,7,0.500000,5.610900,0.400800,5,0.093600,0.087900,0.078000,0.076600,0.017400,0.076000,0.023000,11.153200,0.014100,0.014000,0.000100,0.020400,4.982800,0.355900,0.084100,3.738800,4.982800,0.355900,17.507300,0.609700,0.569900,53,47
001370000,0.494300,0.058900,7,0.500000,6.176100,0.441100,6,0.053200,0.047500,0.038100,0.037500,0.009500,0.037100,0.012000,5.978100,0.006600,0.006900,-0.000300,0.009000,4.781000,0.341500,0.088500,3.666400,4.781000,0.341500,10.384400,0.597000,0.582200,73,46
001372500,0.494300,0.003400,7,0.500000,6.952600,0.496600,8,-0.002300,-0.007900,-0.017300,-0.016300,-0.004700,-0.016200,-0.004800,-1.857100,-0.012900,-0.012700,-0.000200,-0.009900,4.578200,0.327000,0.082900,3.655700,4.578200,0.327000,0.598000,0.567700,0.603100,100,44
001375000,0.494300,0.063300,7,0.500000,6.114200,0.436700,6,0.057600,0.051900,0.043300,0.042100,0.010400,0.041500,0.011300,5.881700,0.019300,0.019600,-0.000300,0.008500,4.558500,0.325600,0.080900,3.522800,4.558500,0.325600,11.164600,0.588100,0.575500,71,43
001377500,0.494300,0.067800,7,0.500000,6.051500,0.432200,6,0.062100,0.056400,0.051600,0.049800,0.013700,0.049000,0.012700,7.540700,0.029300,0.029700,-0.000400,0.013000,3.697300,0.264100,0.090600,2.858400,3.697300,0.264100,11.954600,0.599600,0.583900,69,35
001380000,0.494300,0.056500,7,0.500000,6.208600,0.443500,6,0.050900,0.045200,0.027500,0.027600,0.005300,0.027300,0.011200,2.675500,0.006300,0.005900,0.000400,-0.000000,6.551300,0.467900,0.061800,5.118800,6.551300,0.467900,9.974300,0.565000,0.559400,75,62
001382500,0.494300,0.097300,7,0.500000,5.638200,0.402700,5,0.091600,0.085900,0.070300,0.068100,0.012300,0.067300,0.017000,7.719900,0.008800,0.007600,0.001200,0.010500,6.484000,0.463100,0.066300,4.765500,6.484000,0.463100,17.163800,0.583300,0.556900,54,62
001385000,0.494300,0.061400,7,0.500000,6.140100,0.438600,6,0.055800,0.050100,0.041400,0.040200,0.009800,0.039500,0.008700,4.366500,0.028500,0.027300,0.001200,0.003300,4.378700,0.312800,0.076300,3.538400,4.378700,0.312800,10.837100,0.581000,0.572800,72,42
001387500,0.494300,0.113100,7,0.500000,5.416400,0.386900,4,0.107400,0.101800,0.093100,0.090700,0.019400,0.089700,0.023300,12.016000,0.024800,0.023600,0.001300,0.020800,4.685500,0.334700,0.080000,3.524000,4.685500,0.334700,19.959200,0.627800,0.560800,46,45
001390000,0.494300,0.053400,7,0.500000,6.252500,0.446600,7,0.047700,0.042100,0.029500,0.029700,0.006900,0.029400,0.010800,3.778300,-0.004900,-0.005000,0.000200,0.002900,5.429500,0.387800,0.073800,4.215800,5.429500,0.387800,9.421100,0.568000,0.579700,76,52
001392500,0.494300,0.008300,7,0.500000,6.884100,0.491700,7,0.002600,-0.003100,-0.008900,-0.008000,-0.002800,-0.008000,-0.001600,-1.208300,-0.013000,-0.013000,-0.000100,-0.008500,3.715600,0.265400,0.085400,3.037100,3.715600,0.265400,1.461200,0.579800,0.591000,99,35
001395000,0.494300,0.131400,7,0.500000,5.160300,0.368600,5,0.125700,0.120100,0.111200,0.108700,0.022300,0.107700,0.031700,15.205100,0.031700,0.031100,0.000600,0.028600,4.592100,0.328000,0.081100,3.573400,4.592100,0.328000,23.186300,0.604800,0.568000,37,44
001397500,0.494300,0.090900,7,0.500000,5.728000,0.409100,5,0.085200,0.079500,0.073900,0.071900,0.018500,0.071100,0.019000,10.403900,0.027100,0.026300,0.000800,0.018400,3.989100,0.284900,0.089400,2.994500,3.989100,0.284900,16.031400,0.616100,0.574600,57,38
001400000,0.494300,0.041700,7,0.500000,6.415700,0.458300,7,0.036100,0.030400,0.021700,0.021600,0.005900,0.021400,0.007600,3.352500,-0.000500,-0.000200,-0.000300,0.002700,4.563800,0.326000,0.084900,3.543800,4.563800,0.326000,7.364600,0.579600,0.590300,82,43
001402500,0.494300,0.029600,7,0.500000,6.585600,0.470400,7,0.023900,0.018300,0.011200,0.010500,0.003000,0.010000,0.003500,1.212700,0.008200,0.007800,0.000300,-0.003100,4.163800,0.297400,0.079800,3.250000,4.163800,0.297400,5.223000,0.573800,0.585800,88,40
001405000,0.494300,0.097900,7,0.500000,5.629300,0.402100,5,0.092200,0.086600,0.079800,0.077700,0.017900,0.076600,0.018900,9.260700,0.035600,0.034300,0.001300,0.014300,3.954800,0.282500,0.077700,3.189300,3.954800,0.282500,17.274900,0.599100,0.565900,54,38
001407500,0.494300,0.050700,7,0.500000,6.290000,0.449300,6,0.045000,0.039400,0.028400,0.027900,0.006600,0.027400,0.006500,2.800200,0.018500,0.017600,0.000900,-0.000100,4.825500,0.344700,0.071900,3.942700,4.825500,0.344700,8.947800,0.576200,0.568600,77,46
001410000,0.494300,0.056700,7,0.500000,6.206500,0.443300,7,0.051000,0.045300,0.028900,0.028900,0.005800,0.028600,0.010700,3.039700,0.006200,0.005600,0.000600,0.000700,6.191500,0.442300,0.066100,4.903800,6.191500,0.442300,10.000300,0.559900,0.572400,74,59
001412500,0.494300,0.041800,7,0.500000,6.414800,0.458200,6,0.036100,0.030500,0.027300,0.027200,0.009800,0.026800,0.008200,3.015600,0.023100,0.021800,0.001300,0.000300,2.970200,0.212200,0.090500,2.555300,2.970200,0.212200,7.375300,0.597400,0.585300,82,28
001415000,0.494300,0.045700,7,0.500000,6.360500,0.454300,7,0.040000,0.034300,0.032300,0.032300,0.012600,0.032000,0.011900,4.701500,0.016400,0.017400,-0.001000,0.006800,2.848600,0.203500,0.091700,2.361400,2.848600,0.203500,8.060200,0.587000,0.596300,80,27
001417500,0.494300,0.075100,7,0.500000,5.948900,0.424900,5,0.069400,0.063700,0.050300,0.048300,0.009500,0.047500,0.010900,5.524700,0.015400,0.015200,0.000200,0.006700,5.696900,0.406900,0.067200,4.363300,5.696900,0.406900,13.247000,0.585900,0.556800,65,54
001420000,0.494300,0.070100,7,0.500000,6.018400,0.429900,5,0.064400,0.058800,0.045500,0.043900,0.008900,0.043100,0.010200,5.266000,0.011100,0.010700,0.000400,0.006000,5.738600,0.409900,0.071200,4.337200,5.738600,0.409900,12.371100,0.591200,0.560000,68,55
001422500,0.494300,0.021400,7,0.500000,6.700800,0.478600,7,0.015700,0.010000,-0.002700,-0.002000,-0.000500,-0.002000,-0.003100,0.153400,-0.007500,-0.007300,-0.000100,-0.005200,5.509600,0.393500,0.074400,4.255000,5.509600,0.393500,3.770600,0.568900,0.580000,92,52
001425000,0.494300,0.046300,7,0.500000,6.352300,0.453700,8,0.040600,0.034900,0.022600,0.023100,0.005600,0.023000,0.010100,3.736500,-0.015000,-0.013800,-0.001200,0.004300,5.443400,0.388800,0.076700,4.177700,5.443400,0.388800,8.163500,0.563200,0.594800,80,52
001427500,0.494300,0.038300,7,0.500000,6.463700,0.461700,6,0.032600,0.027000,0.019300,0.018200,0.004900,0.017600,0.006000,2.453800,0.011800,0.011400,0.000300,-0.000100,4.357300,0.311200,0.081900,3.346300,4.357300,0.311200,6.759200,0.588500,0.576900,84,41
001430000,0.494300,0.020900,7,0.500000,6.707800,0.479100,7,0.015200,0.009500,0.001200,0.001700,0.000500,0.001600,0.001800,0.412500,-0.002600,-0.003200,0.000600,-0.005200,4.400000,0.314300,0.092300,3.465700,4.400000,0.314300,3.682800,0.586000,0.598500,92,42
001432500,0.494300,0.104400,7,0.500000,5.539000,0.395600,5,0.098700,0.093000,0.084300,0.082700,0.019000,0.082000,0.025200,12.143200,0.020700,0.020300,0.000400,0.022600,4.625200,0.330400,0.087200,3.544000,4.625200,0.330400,18.413800,0.613600,0.572600,51,44
001435000,0.494300,0.023600,7,0.500000,6.669700,0.476400,6,0.017900,0.012300,0.001400,0.001500,0.000400,0.001200,0.001200,0.255900,0.005400,0.005300,0.000100,-0.005200,4.812800,0.343800,0.074500,3.909600,4.812800,0.343800,4.162500,0.580100,0.570200,91,46
001437500,0.494300,0.053600,7,0.500000,6.249100,0.446400,6,0.048000,0.042300,0.029700,0.029200,0.006600,0.028800,0.008400,3.230700,0.007700,0.006500,0.001100,0.000700,5.562000,0.397300,0.072100,4.218100,5.562000,0.397300,9.463400,0.576200,0.569100,76,53
001440000,0.494300,0.044400,7,0.500000,6.378500,0.455600,7,0.038700,0.033100,0.022000,0.022300,0.005600,0.022100,0.008500,3.098400,-0.002200,-0.002100,-0.000000,0.001600,5.053100,0.360900,0.079400,3.952100,5.053100,0.360900,7.832800,0.573800,0.585100,81,48
001442500,0.494300,0.053800,7,0.500000,6.246900,0.446200,7,0.048100,0.042500,0.031400,0.031000,0.007400,0.030500,0.008700,4.249400,0.007200,0.007100,0.000100,0.004200,5.042700,0.360200,0.079600,3.943100,5.042700,0.360200,9.491800,0.573900,0.585400,76,48
001445000,0.494300,0.041700,7,0.500000,6.416800,0.458300,7,0.036000,0.030300,0.023600,0.022800,0.006500,0.022300,0.006000,2.750100,0.008800,0.008700,0.000100,0.000700,4.042800,0.288800,0.078500,3.194300,4.042800,0.288800,7.350700,0.572700,0.584300,82,39
001447500,0.494300,0.068400,7,0.500000,6.042800,0.431600,5,0.062700,0.057000,0.043000,0.041300,0.008200,0.040600,0.008500,4.220300,0.010800,0.009600,0.001200,0.002700,5.966900,0.426200,0.066500,4.479300,5.966900,0.426200,12.063500,0.583500,0.557100,69,57
001450000,0.494300,0.046200,7,0.500000,6.353400,0.453800,7,0.040500,0.034800,0.026200,0.026000,0.007000,0.025700,0.007700,3.908200,0.010300,0.010100,0.000300,0.003500,4.412400,0.315200,0.088900,3.519700,4.412400,0.315200,8.148800,0.582900,0.594800,80,42
001452500,0.494300,0.029900,7,0.500000,6.582000,0.470100,7,0.024200,0.018500,0.008400,0.008000,0.002000,0.007600,0.003300,0.801300,0.006100,0.005900,0.000300,-0.004100,4.761200,0.340100,0.071200,3.781400,4.761200,0.340100,5.268800,0.565300,0.577100,88,45
001455000,0.494300,0.042400,7,0.500000,6.406600,0.457600,7,0.036700,0.031100,0.022400,0.022600,0.006300,0.022400,0.009300,3.667700,-0.005200,-0.004400,-0.000900,0.004000,4.592800,0.328100,0.083600,3.520500,4.592800,0.328100,7.479400,0.578800,0.588400,82,44
001457500,0.494300,0.012300,7,0.500000,6.827100,0.487700,7,0.006700,0.001000,-0.008800,-0.008800,-0.002300,-0.009100,-0.006900,-0.974400,-0.002800,-0.002500,-0.000200,-0.007700,4.621500,0.330100,0.070500,3.725700,4.621500,0.330100,2.179100,0.565100,0.575900,97,44
001460000,0.494300,0.041600,7,0.500000,6.416900,0.458400,5,0.036000,0.030300,0.016700,0.016000,0.003400,0.015500,0.004600,1.992300,0.000900,0.001200,-0.000300,-0.000800,5.736900,0.409800,0.065600,4.406400,5.736900,0.409800,7.348800,0.584300,0.555200,82,55
001462500,0.494300,-0.005400,7,0.500000,7.076100,0.505400,7,-0.011100,-0.016800,-0.032700,-0.031200,-0.006800,-0.031100,-0.008200,-2.961600,-0.015100,-0.015000,-0.000100,-0.012400,5.884500,0.420300,0.062900,4.805800,5.884500,0.420300,-0.959600,0.557300,0.568500,97,56
001465000,0.494300,0.021800,7,0.500000,6.694100,0.478200,7,0.016200,0.010500,0.003200,0.003300,0.001000,0.003100,0.003100,0.962900,-0.001600,-0.000600,-0.001000,-0.002400,4.143300,0.295900,0.084700,3.293100,4.143300,0.295900,3.855300,0.580000,0.589400,92,39
001467500,0.494300,-0.008900,7,0.500000,7.124500,0.508900,6,-0.014600,-0.020200,-0.035500,-0.034800,-0.007600,-0.034800,-0.010600,-3.546400,-0.000400,-0.000600,0.000200,-0.014200,6.113800,0.436700,0.073100,4.690000,6.113800,0.436700,-1.569600,0.578400,0.569100,96,58
001470000,0.494300,0.055400,7,0.500000,6.224200,0.444600,4,0.049700,0.044100,0.025800,0.024600,0.004400,0.024000,0.004900,2.505600,0.003700,0.003100,0.000600,-0.000600,6.908400,0.493500,0.060800,5.220300,6.908400,0.493500,9.777500,0.595500,0.546900,75,66
001472500,0.494300,0.054200,7,0.500000,6.241400,0.445800,5,0.048500,0.042900,0.032400,0.031300,0.007400,0.030800,0.007600,4.525700,0.009500,0.009000,0.000500,0.004500,5.045800,0.360400,0.084100,3.844300,5.045800,0.360400,9.560900,0.609100,0.570200,76,48
001475000,0.494300,0.028500,7,0.500000,6.601400,0.471500,7,0.022800,0.017100,0.009000,0.009000,0.002600,0.008700,0.002500,1.059200,0.001500,0.001200,0.000300,-0.003400,4.284100,0.306000,0.079900,3.434000,4.284100,0.306000,5.023100,0.574000,0.585900,89,41
001477500,0.494300,0.040900,7,0.500000,6.427000,0.459100,6,0.035300,0.029600,0.023400,0.022400,0.006500,0.021900,0.005400,3.353300,0.011300,0.011200,0.000200,0.002300,4.013500,0.286700,0.089600,3.096700,4.013500,0.286700,7.221500,0.597700,0.583500,82,38
001480000,0.494300,0.019500,7,0.500000,6.726800,0.480500,7,0.013800,0.008200,0.002900,0.003300,0.001100,0.003200,0.001300,-0.283000,-0.006700,-0.008300,0.001600,-0.007900,3.688000,0.263400,0.089000,2.933300,3.688000,0.263400,3.443100,0.581700,0.596300,93,35
001482500,0.494300,0.009000,7,0.500000,6.874100,0.491000,8,0.003300,-0.002300,-0.017800,-0.016800,-0.003700,-0.016900,-0.005000,-1.471900,-0.021700,-0.021400,-0.000300,-0.008700,5.933000,0.423800,0.062700,4.731300,5.933000,0.423800,1.586600,0.550200,0.579300,98,57
001485000,0.494300,0.042200,7,0.500000,6.408900,0.457800,6,0.036600,0.030900,0.024600,0.023600,0.006800,0.023100,0.004800,2.717600,0.011300,0.010600,0.000700,0.000100,3.952700,0.282300,0.080200,3.108500,3.952700,0.282300,7.449500,0.586200,0.575700,82,38
001487500,0.494300,0.036600,7,0.500000,6.487800,0.463400,6,0.030900,0.025200,0.012000,0.011600,0.002600,0.011200,0.002900,1.463000,0.001400,0.001000,0.000400,-0.002700,5.713100,0.408100,0.070100,4.340200,5.713100,0.408100,6.455200,0.574700,0.566700,85,54
001490000,0.494300,0.076300,7,0.500000,5.931800,0.423700,7,0.070600,0.065000,0.052700,0.052300,0.011800,0.052000,0.017000,6.373000,0.008100,0.007200,0.000900,0.008100,5.386300,0.384700,0.075200,4.167500,5.386300,0.384700,13.463000,0.568600,0.581800,65,51
001492500,0.494300,0.043100,7,0.500000,6.396600,0.456900,7,0.037400,0.031800,0.023100,0.023200,0.006500,0.023000,0.008400,3.034300,0.009900,0.008900,0.001000,0.000600,4.461100,0.318600,0.086700,3.534400,4.461100,0.318600,7.604700,0.580100,0.593400,81,42
001495000,0.494300,0.028500,7,0.500000,6.601300,0.471500,7,0.022800,0.017100,0.009300,0.009100,0.002600,0.008800,0.003100,1.114300,0.001400,0.000300,0.001200,-0.004100,4.425800,0.316100,0.088300,3.384000,4.425800,0.316100,5.024600,0.581500,0.595100,89,42
001497500,0.494300,0.070500,7,0.500000,6.013300,0.429500,6,0.064800,0.059100,0.055100,0.054800,0.017900,0.054500,0.018600,7.692400,0.020500,0.020700,-0.000200,0.013000,3.431700,0.245100,0.087600,2.706400,3.431700,0.245100,12.435300,0.595900,0.581400,68,33
001500000,0.494300,0.058700,7,0.500000,6.177600,0.441300,7,0.053100,0.047400,0.037800,0.036900,0.009100,0.036400,0.008800,4.058800,-0.000200,-0.001300,0.001000,0.002700,4.867300,0.347700,0.072100,3.691200,4.867300,0.347700,10.365200,0.565400,0.578800,73,46
001502500,0.494300,0.025800,7,0.500000,6.638800,0.474200,8,0.020100,0.014500,0.005600,0.005900,0.001700,0.005700,0.003400,0.945100,-0.005900,-0.005300,-0.000600,-0.002900,4.454300,0.318200,0.075100,3.565100,4.454300,0.318200,4.552600,0.561300,0.593600,90,42
001505000,0.494300,0.060600,7,0.500000,6.152000,0.439400,6,0.054900,0.049200,0.040400,0.038900,0.009400,0.038200,0.008900,5.170000,0.022000,0.021500,0.000500,0.006000,4.573400,0.326700,0.081600,3.561100,4.573400,0.326700,10.687600,0.588100,0.576800,73,44
001507500,0.494300,0.036600,7,0.500000,6.486900,0.463400,5,0.031000,0.025300,0.019500,0.018900,0.005800,0.018500,0.005500,2.785100,0.000200,0.000200,-0.000000,0.001100,3.973300,0.283800,0.087700,3.032900,3.973300,0.283800,6.466600,0.614800,0.572600,85,38
001510000,0.494300,0.019500,7,0.500000,6.727600,0.480500,7,0.013800,0.008100,-0.001700,-0.001100,-0.000300,-0.001200,-0.002000,0.279700,-0.004200,-0.003900,-0.000300,-0.004700,4.747000,0.339100,0.082900,3.732000,4.747000,0.339100,3.433200,0.577500,0.588200,93,45
001512500,0.494300,0.064400,7,0.500000,6.098900,0.435600,6,0.058700,0.053000,0.041100,0.040500,0.009200,0.040000,0.011900,5.154800,0.010600,0.009900,0.000700,0.005600,5.361300,0.383000,0.076700,4.096700,5.361300,0.383000,11.357100,0.582000,0.572700,71,51
001515000,0.494300,0.007500,7,0.500000,6.894900,0.492500,7,0.001800,-0.003800,-0.014100,-0.014300,-0.003700,-0.014500,-0.008000,-1.740200,-0.000500,-0.001200,0.000600,-0.010400,4.988500,0.356300,0.077400,3.804100,4.988500,0.356300,1.324300,0.571100,0.583700,99,48
001517500,0.494300,0.079900,7,0.500000,5.882000,0.420100,5,0.074200,0.068500,0.060200,0.059000,0.014700,0.058400,0.018000,8.969800,0.012400,0.012900,-0.000500,0.016200,4.597100,0.328400,0.086400,3.464300,4.597100,0.328400,14.090300,0.613700,0.571300,63,44
001520000,0.494300,0.047500,7,0.500000,6.334900,0.452500,6,0.041800,0.036200,0.029300,0.028000,0.007500,0.027300,0.004700,3.180600,0.023300,0.022100,0.001200,0.000600,3.980600,0.284300,0.082300,3.212100,3.980600,0.284300,8.382500,0.587900,0.578000,79,38
001522500,0.494300,0.101000,7,0.500000,5.585700,0.399000,5,0.095400,0.089700,0.080600,0.078200,0.016700,0.077200,0.020300,10.570000,0.030700,0.030700,-0.000000,0.018800,4.684500,0.334600,0.078700,3.612000,4.684500,0.334600,17.825300,0.602300,0.565600,52,45
001525000,0.494300,0.025600,7,0.500000,6.642200,0.474400,7,0.019900,0.014200,0.003700,0.003300,0.000800,0.003000,0.002700,0.082500,0.002900,0.001400,0.001600,-0.007000,4.919300,0.351400,0.078400,3.857800,4.919300,0.351400,4.509700,0.571200,0.585700,90,47
001527500,0.494300,0.034900,7,0.500000,6.510800,0.465100,6,0.029300,0.023600,0.016100,0.015300,0.004200,0.014700,0.003500,1.794400,0.014300,0.014300,0.000000,-0.001500,4.139600,0.295700,0.076900,3.334000,4.139600,0.295700,6.166100,0.583100,0.572300,85,39
001530000,0.494300,0.054500,7,0.500000,6.236900,0.445500,7,0.048800,0.043200,0.026900,0.026500,0.005200,0.026100,0.007600,3.189000,0.000200,0.000100,0.000100,0.001500,6.344200,0.453200,0.066400,4.872400,6.344200,0.453200,9.618000,0.560600,0.572200,76,60
001532500,0.494300,0.065700,7,0.500000,6.079800,0.434300,7,0.060100,0.054400,0.041200,0.040400,0.008700,0.039900,0.011400,5.297000,-0.002400,-0.002300,-0.000000,0.006600,5.785300,0.413200,0.072400,4.331800,5.785300,0.413200,11.597400,0.566800,0.578100,70,55
001535000,0.494300,0.024900,7,0.500000,6.651600,0.475100,7,0.019200,0.013500,0.006300,0.006300,0.001900,0.006000,0.003000,0.933900,0.002500,0.002900,-0.000400,-0.003000,4.092200,0.292300,0.080300,3.274100,4.092200,0.292300,4.390600,0.575000,0.585500,90,39
001537500,0.494300,0.013400,7,0.500000,6.813000,0.486600,7,0.007700,0.002000,-0.005400,-0.004900,-0.001500,-0.005200,-0.003000,-1.307800,-0.006200,-0.007400,0.001200,-0.010000,4.016100,0.286900,0.077500,3.307800,4.016100,0.286900,2.356800,0.570600,0.584400,96,38
001540000,0.494300,0.020000,7,0.500000,6.720000,0.480000,7,0.014300,0.008700,-0.000600,0.000200,0.000100,0.000200,0.002000,0.075000,-0.013200,-0.013600,0.000400,-0.005900,4.538200,0.324200,0.083500,3.631000,4.538200,0.324200,3.528900,0.577400,0.589500,93,43
001542500,0.494300,0.032900,7,0.500000,6.539100,0.467100,8,0.027300,0.021600,0.011000,0.011500,0.003000,0.011500,0.004800,1.611900,-0.009100,-0.009500,0.000400,-0.002300,4.945900,0.353300,0.080200,3.870900,4.945900,0.353300,5.809300,0.564900,0.600700,86,47
001545000,0.494300,0.111900,7,0.500000,5.433400,0.388100,5,0.106200,0.100600,0.095200,0.093600,0.023400,0.092700,0.027700,14.252500,0.041200,0.040700,0.000500,0.028000,3.712200,0.265200,0.092700,2.939200,3.712200,0.265200,19.745000,0.621100,0.576900,47,35
001547500,0.494300,0.018900,7,0.500000,6.736100,0.481100,7,0.013200,0.007500,0.002200,0.002000,0.000600,0.001500,0.002700,-0.189500,0.008400,0.007700,0.000700,-0.006800,3.502900,0.250200,0.083500,2.941600,3.502900,0.250200,3.326500,0.577200,0.589900,93,33
001550000,0.494300,0.080500,7,0.500000,5.872900,0.419500,5,0.074800,0.069200,0.059200,0.057200,0.012700,0.056400,0.015600,8.401400,0.019200,0.019600,-0.000400,0.014400,5.047500,0.360500,0.081800,3.768400,5.047500,0.360500,14.205600,0.607000,0.567700,63,48
